Сотрудники «Тазалыка» убрали участок возле Кыргызского национального академического театра оперы и балета имени А.Малдыбаева
Талант Мамытов поздравил медиков с Днем медицинского работника Кыргызской Республики
Известный поэт Южного Урала Николай Басов посвятил стихи Герою СССР Чолпонбаю Тулебердиеву
МПРЭТН: Направили требование о временном приостановлении базы отдыха в селе Кайнар Джети-Огузского района
День медицинского работника: цифры и факты
Сотрудники уголовного розыска задержали подозреваемого в совершении мошенничества
Садыр Жапаров поздравил медиков с профессиональным праздником — Днем медицинского работника
Акылбек Жапаров провел очередное заседание Антикризисного комитета по оперативному реагированию на социально-экономические вызовы​
Сотрудники уголовного розыска УВД Свердловского района Бишкека задержали подозреваемого в совершении грабежа (фото)
Садыр Жапаров встретился с высокими иностранными гостями в рамках международной программы «Каракол – культурная столица СНГ 2022 года»
Замминистра иностранных дел Азизбек Мадмаров встретился с послом КНР Ду Дэвэнь
ГКНБ: Задержана автомашина с контрабандным грузом​
В Чуйской​ области задержан мужчина по подозрению в мошенничестве
Ряду деятелей культуры и искусства Кыргызстана присуждена Государственная премия имени Токтогула
"МИД: Сняты ограничения на въезд в РФ 47 тысячам граждан КР, совершившим незначительные административные проступки в России"
ГКНБ: Пресечена незаконная деятельность иностранных религиозных миссионеров (фото)
Садыр Жапаров принял участие в официальном открытии международной программы «Каракол — культурная столица СНГ»
Прошел симпозиум «30 лет дипломатических отношений: Отношения между Малайзией и странами Центральной Азии – Новая ось роста»
Президент Садыр Жапаров дал старт международной программе «Каракол — культурная столица СНГ»
ГКНБ: Выявлены коррупционные проявления со стороны руководителей УКС Баткенской области
Четырех сотрудников милиции отстранили от занимаемых должностей по делу о пытках
В Бишкеке задержан экс-депутат Равшан Джеенбеков
"Завершился турнир по мини-футболу, посвященный памяти генерал-майора милиции Чыныбека Алиева"
Японский предприниматель открыл в Токио магазин кыргызских товаров «Ала-Тоо» (фото)
Дипломаты МИД встретились с послами «большой семерки» (G7)
"В Минэкономе КР бизнесмены встретились с чиновниками, чтобы обсудить таможенное законодательство ЕАЭС"
В МВД Кыргызстана передали российские БПЛА (фото)
"На Иссык-Куле прокуроров и руководство соцслужб Бишкека обучили, как фильтровать информацию при взаимодействии с населением"
Мэр Каракола презентовал Садыру Жапарову программу развития города
В Бишкеке сотрудников уголовного розыска обучают противодействию торговле людьми
